outcome,bid_total,auction_total,bid_per_auction_mean,bid_per_auction_max,bid_per_auction_min,bid_per_auction_std,bid_per_auction_entropy,bidder_ratio_per_auction_mean,bidder_ratio_per_auction_max,bidder_ratio_per_auction_min,bidder_ratio_per_auction_std,bidder_ratio_per_auction_entropy,bid_override_num,bid_override_norm_num,bid_override_in_auction,bid_override_norm_num_in_auction,bid_override_by_total_bid_override_mean,bid_override_by_total_bid_override_max,bid_override_by_total_bid_override_min,bid_override_by_total_bid_override_std,bid_override_by_total_bid_override_entropy,country_per_bidder,country_per_bidder_entropy,country_per_auction_entropy_mean,country_per_auction_entropy_max,country_per_auction_entropy_min,country_per_auction_entropy_std,country_per_auction_entropy_entropy,device_per_bidder,device_per_bidder_entropy,device_per_auction_entropy_mean,device_per_auction_entropy_max,device_per_auction_entropy_min,device_per_auction_entropy_std,device_per_auction_entropy_entropy,ip_per_bidder,ip_per_bidder_entropy,ip_share_num,ip_per_auction_entropy_mean,ip_per_auction_entropy_max,ip_per_auction_entropy_min,ip_per_auction_entropy_std,ip_per_auction_entropy_std,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,h_mean,h_max,h_min,h_std,h_entropy,F1,F2,F3,F4,F5,F6,f_max,f_min,f_std,f_entropy,Q1,Q2,Q3,Q4,q_max,q_min,q_std,q_entropy
0,203,93,2.182795699,15,1,2.233403481,0.924919115,3,0.014778325,2,0.021505376,0.010752688,0.666666667,0,0.076538195,0.140430269,0.007971732,0.1,6.95E-05,0.015073769,0.781818719,26,0.798767445,0.991771736,1,0.721928095,0.038552676,0.999820222,17,0.74049664,1,1,1,0,1,181,0.990364212,46,1,1,1,0,1,0.142857143,0.093596059,0.093596059,0.044334975,0.073891626,0.083743842,0.054187192,0.024630542,0.019704433,0,0.014778325,0.009852217,0.014778325,0.019704433,0.034482759,0.009852217,0.039408867,0.019704433,0.044334975,0.02955665,0.044334975,0.014778325,0.044334975,0.02955665,0.041666667,0.142857143,0,0.033318947,0.907822998,0.374384236,0.236453202,0.044334975,0.078817734,0.133004926,0.133004926,0.374384236,0.044334975,0.11027651,0.883947707,0.532019704,0.123152709,0.137931034,0.206896552,0.532019704,0.123152709,0.16586343,0.860481938
0,197,39,5.051282051,135,1,21.13564096,0.460462818,3,0.015228426,3,0.076923077,0.025641026,0.333333333,0,0.088823118,0.299875475,0.004198352,0.020618557,0.000106,0.004988182,0.854941581,16,0.499882365,0.986452978,1,0.471666152,0.083509451,0.998791788,96,0.917058954,1,1,1,0,1,162,0.981710755,118,1,1,1,0,1,0.065989848,0.086294416,0.081218274,0.060913706,0.050761421,0.005076142,0.015228426,0.035532995,0.010152284,0.045685279,0.055837563,0.035532995,0.050761421,0.015228426,0.020304569,0.020304569,0.040609137,0.030456853,0.040609137,0.020304569,0.040609137,0.030456853,0.091370558,0.050761421,0.041666667,0.091370558,0.005076142,0.023168348,0.949694966,0.294416244,0.106598985,0.147208122,0.106598985,0.131979695,0.21319797,0.294416244,0.106598985,0.067432918,0.957772469,0.350253807,0.197969543,0.177664975,0.274111675,0.350253807,0.177664975,0.068139055,0.97369671
0,4,3,1.333333333,2,1,0.471404521,0.94639463,1,0.25,1,0.333333333,0.333333333,1,0,0.471404521,0,0.000851878,0.001162791,0.000402253,0.000325613,0.925422444,2,0.811278124,1,1,1,0,1,2,0.811278124,1,1,1,0,1,2,0.811278124,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.75,0,0.041666667,0.75,0,0.155902391,0.176943241,0,0,0,0,0.25,0.75,0.75,0,0.276385399,0.31384522,0,0,0,1,1,0,0.433012702,0
0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4.00E-05,4.00E-05,4.00E-05,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,1,0,0.199826313,0,0,0,1,0,0,0,1,0,0.372677996,0,0,1,0,0,1,0,0.433012702,0
0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1.86E-06,1.86E-06,1.86E-06,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.041666667,1,0,0.199826313,0,0,0,0,0,1,0,1,0,0.372677996,0,0,0,1,0,1,0,0.433012702,0
0,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3.85E-05,4.23E-05,3.47E-05,3.78E-06,0.993058985,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.041666667,0.5,0,0.1381927,0.218104292,0,0,0,1,0,0,1,0,0.372677996,0,0,0,1,0,1,0,0.433012702,0
0,332,23,14.43478261,52,1,15.32779824,0.829083275,25,0.075301205,9,0.391304348,0.043478261,0.2,0,0.065581592,0.655432485,0.027262514,0.076923077,0.001003009,0.020850401,0.903712805,3,0.620232353,1,1,1,0,1,64,0.728275902,1,1,1,0,1,242,0.956109228,40,1,1,1,0,1,0.060240964,0.069277108,0.063253012,0.11746988,0.138554217,0.102409639,0.135542169,0.051204819,0.06626506,0.078313253,0.015060241,0.021084337,0.012048193,0.003012048,0.009036145,0.003012048,0.003012048,0,0.003012048,0,0.009036145,0.012048193,0.012048193,0.015060241,0.041666667,0.138554217,0,0.044392954,0.822020584,0.310240964,0.427710843,0.180722892,0.027108434,0.006024096,0.048192771,0.427710843,0.006024096,0.157201473,0.73128777,0.551204819,0.36746988,0.030120482,0.051204819,0.551204819,0.030120482,0.219311446,0.688078187
0,16,5,3.2,8,1,2.856571371,0.764191395,5,0.3125,2,0.4,0.2,0.6,0,0.252982213,0.41816566,0.000908709,0.002004008,5.69E-05,0.000662555,0.814806709,4,0.496696365,1,1,1,0,1,1,1,1,1,1,0,1,5,0.739435984,5,1,1,1,0,1,0,0,0,0,0.1875,0.0625,0,0,0,0,0,0.1875,0.125,0.375,0,0.0625,0,0,0,0,0,0,0,0,0.041666667,0.375,0,0.089607555,0.504099679,0,0.25,0.1875,0.5625,0,0,0.5625,0,0.203058216,0.549229135,0.25,0.1875,0.5625,0,0.5625,0,0.202523147,0.709868359
0,26224,1007,26.04170804,1370,1,73.88301126,0.802292751,3484,0.1328554,500,0.49652433,0.000993049,0.048507463,0,0.003083501,0.770070738,0.131111749,1,4.47E-05,0.220093755,0.858290559,127,0.649138467,0.978982488,1,0.108088831,0.081288341,0.999400792,1206,0.72566353,1,1,1,0,1,12140,0.900105191,7308,1,1,1,0,1,0.080269982,0.07657108,0.067037828,0.054873398,0.041183649,0.038361806,0.034129042,0.026654973,0.021278218,0.023566199,0.023184869,0.028104027,0.030010677,0.035616229,0.035463697,0.034891702,0.03828554,0.035959426,0.037484747,0.039734594,0.038171141,0.04575961,0.052165955,0.061241611,0.041666667,0.080269982,0.021278218,0.015723211,0.979239127,0.278752288,0.140329469,0.096133313,0.135982306,0.151464308,0.197338316,0.278752288,0.096133313,0.05823112,0.967900597,0.358297743,0.156917328,0.210227273,0.274557657,0.358297743,0.156917328,0.075129444,0.967417218
0,9,8,1.125,2,1,0.330718914,0.982567593,0,0,0,0,0,0,0,0,0,0.000431627,0.001488095,1.44E-05,0.000456471,0.763271543,3,0.772506886,1,1,1,0,1,8,0.982567593,1,1,1,0,1,9,1,8,1,1,1,0,1,0.111111111,0.111111111,0.111111111,0,0,0,0,0,0,0,0.111111111,0,0.111111111,0,0,0.111111111,0,0.111111111,0,0.111111111,0,0,0.111111111,0,0.041666667,0.111111111,0,0.053791435,0.691374248,0.333333333,0,0.111111111,0.222222222,0.222222222,0.111111111,0.333333333,0,0.10638079,0.849977407,0.333333333,0.111111111,0.333333333,0.222222222,0.333333333,0.111111111,0.092128466,0.945530556
0,7,7,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.012189632,0.04,7.81E-05,0.014720755,0.59992561,5,0.962961065,1,1,1,0,1,6,0.975503759,1,1,1,0,1,6,0.975503759,4,1,1,1,0,1,0.142857143,0,0,0.142857143,0.142857143,0,0,0.142857143,0,0,0,0,0,0,0,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0.041666667,0.142857143,0,0.06493281,0.612296158,0.285714286,0.285714286,0,0.142857143,0.285714286,0,0.285714286,0,0.12821821,0.754445012,0.428571429,0.142857143,0.428571429,0,0.428571429,0,0.185576872,0.724407818
0,13,11,1.181818182,2,1,0.385694608,0.980723941,0,0,0,0,0,0,0,0,0,0.000286441,0.000906618,9.92E-05,0.000209487,0.915966122,3,0.487852771,1,1,1,0,1,11,0.980723941,1,1,1,0,1,13,1,10,1,1,1,0,1,0,0.153846154,0.153846154,0.076923077,0,0.076923077,0,0,0,0,0.076923077,0.076923077,0,0,0,0,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0,0,0,0.041666667,0.153846154,0,0.04955008,0.739972772,0.384615385,0.076923077,0.153846154,0,0.307692308,0.076923077,0.384615385,0,0.136283921,0.788467794,0.461538462,0.153846154,0.153846154,0.230769231,0.461538462,0.153846154,0.126104587,0.916963609
0,26,24,1.083333333,2,1,0.276385399,0.99163157,0,0,0,0,0,0,0,0,0,0.003656695,0.0625,1.35E-05,0.012352079,0.407972484,5,0.763717355,1,1,1,0,1,18,0.946353418,1,1,1,0,1,19,0.954823489,15,1,1,1,0,1,0.115384615,0.038461538,0.038461538,0.038461538,0.153846154,0.115384615,0.115384615,0.115384615,0,0,0,0,0.038461538,0.038461538,0.038461538,0.038461538,0.038461538,0,0,0.038461538,0,0,0.038461538,0,0.041666667,0.153846154,0,0.045666048,0.79852916,0.230769231,0.5,0,0.153846154,0.076923077,0.038461538,0.5,0,0.167159036,0.723056782,0.5,0.230769231,0.192307692,0.076923077,0.5,0.076923077,0.155043418,0.86512117
0,4,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,6.42E-05,0.00012458,3.72E-06,6.04E-05,0.189401006,2,0.811278124,1,1,1,0,1,2,0.811278124,1,1,1,0,1,4,1,4,1,1,1,0,1,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0.041666667,0.25,0,0.093169499,0.436208584,0.5,0,0,0.25,0,0.25,0.5,0,0.186338998,0.580279211,0.5,0,0.25,0.25,0.5,0,0.176776695,0.75
0,11,10,1.1,2,1,0.3,0.986659959,0,0,0,0,0,0,0,0,0,0.010377329,0.083333333,4.79E-06,0.024494246,0.338621048,4,0.745557425,1,1,1,0,1,6,0.859661049,1,1,1,0,1,6,0.859661049,5,1,1,1,0,1,0,0.090909091,0,0,0,0,0,0,0,0,0.090909091,0.454545455,0.090909091,0.181818182,0,0,0,0.090909091,0,0,0,0,0,0,0.041666667,0.454545455,0,0.098119953,0.48466952,0.090909091,0,0.545454545,0.272727273,0.090909091,0,0.545454545,0,0.192251175,0.625614326,0.090909091,0.545454545,0.363636364,0,0.545454545,0,0.216804364,0.661089673
0,4,1,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1.91E-05,1.91E-05,1.91E-05,0,1,1,1,1,1,1,0,1,4,1,1,1,1,0,1,4,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.041666667,0.5,0,0.11785113,0.327156438,0,0,0.25,0,0,0.75,0.75,0,0.276385399,0.31384522,0,0.25,0,0.75,0.75,0,0.306186218,0.405639062
0,5,3,1.666666667,3,1,0.942809042,0.864973521,0,0,0,0,0,0,0,0,0,0.000173642,0.000271739,0.00011773,6.96E-05,0.931223818,2,0.970950594,0.972765278,1,0.918295834,0.038515713,0.999279568,2,0.721928095,1,1,1,0,1,5,1,4,1,1,1,0,1,0,0,0.8,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0.8,0,0.163086548,0.157455616,0.8,0.2,0,0,0,0,0.8,0,0.292498813,0.27927991,0.8,0.2,0,0,0.8,0,0.327871926,0.360964047
0,5325,308,17.28896104,3808,1,216.4637074,0.357450064,132,0.024788732,51,0.165584416,0.003246753,0.484848485,0,0.027806406,0.465164957,0.019653672,0.333333333,5.59E-05,0.039753727,0.830582771,100,0.485891554,0.986545251,1,0.394312159,0.058526852,0.999640576,522,0.797798705,1,1,1,0,1,3048,0.925294293,1394,1,1,1,0,1,0.061971831,0.061220657,0.055586854,0.040187793,0.036431925,0.030422535,0.024788732,0.021408451,0.02685446,0.027605634,0.030798122,0.035117371,0.03286385,0.044319249,0.048638498,0.046384977,0.045070423,0.047699531,0.043380282,0.044131455,0.043943662,0.041877934,0.045070423,0.064225352,0.041666667,0.064225352,0.021408451,0.011467234,0.98796302,0.218967136,0.113051643,0.120375587,0.172206573,0.18028169,0.195117371,0.218967136,0.113051643,0.038249784,0.984790317,0.285821596,0.16657277,0.264976526,0.282629108,0.285821596,0.16657277,0.048816607,0.985047917
0,2065,210,9.833333333,120,1,19.510091,0.8149107,328,0.158837772,60,0.285714286,0.004761905,0.118902439,0,0.013708531,0.658704277,0.087274982,0.714285714,3.87E-05,0.100359548,0.90755636,6,0.292779115,1,1,1,0,1,149,0.712193076,1,1,1,0,1,1267,0.851806766,769,1,1,1,0,1,0.067312349,0.042130751,0.027118644,0.022760291,0.022760291,0.00968523,0.008716707,0.014043584,0.022276029,0.035835351,0.036319613,0.046489104,0.044552058,0.045520581,0.051815981,0.045520581,0.040677966,0.044552058,0.042130751,0.048910412,0.063922518,0.075060533,0.07409201,0.06779661,0.041666667,0.075060533,0.008716707,0.018781127,0.965033956,0.159322034,0.055205811,0.140920097,0.187409201,0.176271186,0.280871671,0.280871671,0.055205811,0.066715358,0.951655973,0.191767554,0.163680387,0.272639225,0.371912833,0.371912833,0.163680387,0.080958889,0.963081758
0,168,10,16.8,159,1,47.4,0.141844146,0,0,0,0,0,0,0,0,0,0.00019212,0.000727273,3.50E-05,0.000211845,0.779886855,4,0.322341875,0.935485411,1,0.354854109,0.193543767,0.988104807,44,0.769810926,1,1,1,0,1,64,0.722699817,62,1,1,1,0,1,0.06547619,0.047619048,0.011904762,0.011904762,0.023809524,0.005952381,0.011904762,0.005952381,0,0.029761905,0.017857143,0.011904762,0.107142857,0.095238095,0.071428571,0.101190476,0.05952381,0.053571429,0.035714286,0.041666667,0.05952381,0.035714286,0.053571429,0.041666667,0.041666667,0.107142857,0,0.030302628,0.911502304,0.136904762,0.047619048,0.05952381,0.375,0.19047619,0.19047619,0.375,0.047619048,0.108838001,0.88441802,0.166666667,0.077380952,0.488095238,0.267857143,0.488095238,0.077380952,0.153093109,0.865312557
0,207,51,4.058823529,46,1,7.250183945,0.800982697,4,0.019323671,3,0.058823529,0.019607843,0.5,0,0.083477384,0.264437152,0.002221373,0.052631579,3.87E-05,0.007341176,0.62677143,15,0.260840735,0.996299571,1,0.811278124,0.026165984,0.999906407,79,0.922579923,1,1,1,0,1,163,0.972808083,116,1,1,1,0,1,0.140096618,0.1352657,0.140096618,0.115942029,0.019323671,0.057971014,0.004830918,0.028985507,0.028985507,0.024154589,0.024154589,0.004830918,0.014492754,0.053140097,0.082125604,0.014492754,0.009661836,0.009661836,0.014492754,0.009661836,0.019323671,0.009661836,0.014492754,0.024154589,0.041666667,0.140096618,0.004830918,0.044578416,0.84999107,0.531400966,0.111111111,0.082125604,0.164251208,0.043478261,0.06763285,0.531400966,0.043478261,0.167458271,0.781680777,0.608695652,0.115942029,0.183574879,0.09178744,0.608695652,0.09178744,0.20980802,0.78078155
0,4,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.008031207,0.014492754,0.003460208,0.004734746,0.871306349,3,0.94639463,1,1,1,0,1,1,1,1,1,1,0,1,4,1,1,1,1,1,0,1,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0.25,0,0.041666667,0.25,0,0.093169499,0.436208584,0,0.25,0,0.25,0,0.5,0.5,0,0.186338998,0.580279211,0.25,0,0.25,0.5,0.5,0,0.176776695,0.75
0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.008130081,0.008130081,0.008130081,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.041666667,1,0,0.199826313,0,0,0,0,0,1,0,1,0,0.372677996,0,0,0,1,0,1,0,0.433012702,0
0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.000314564,0.000314564,0.000314564,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.041666667,1,0,0.199826313,0,0,0,0,0,1,0,1,0,0.372677996,0,0,0,0,1,1,0,0.433012702,0
0,2,1,2,2,2,0,1,1,0.5,1,1,1,1,1,0,1,0.153846154,0.153846154,0.153846154,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,2,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,1,0,0.199826313,0,1,0,0,0,0,0,1,0,0.372677996,0,1,0,0,0,1,0,0.433012702,0
0,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.000730407,0.001092896,0.000367918,0.000362489,0.814209676,1,1,1,1,1,0,1,2,1,1,1,1,0,1,2,1,2,1,1,1,0,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0.5,0,0.1381927,0.218104292,0,1,0,0,0,0,1,0,0.372677996,0,1,0,0,0,1,0,0.433012702,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,12,1.75,3,1,0.829156198,0.956030501,2,0.095238095,1,0.083333333,0.083333333,1,0,0.276385399,0,0.003727871,0.011494253,0.000226142,0.002679647,0.908202217,1,1,1,1,1,0,1,11,0.935661594,1,1,1,0,1,10,0.748058365,4,1,1,1,0,1,0,0,0.095238095,0.047619048,0,0.047619048,0,0,0,0.095238095,0,0.19047619,0.047619048,0,0.095238095,0,0.238095238,0,0,0,0,0.047619048,0.047619048,0.047619048,0.041666667,0.238095238,0,0.061954345,0.692003639,0.142857143,0.047619048,0.285714286,0.142857143,0.238095238,0.142857143,0.285714286,0.047619048,0.076536911,0.936820957,0.19047619,0.285714286,0.380952381,0.142857143,0.380952381,0.142857143,0.091442211,0.951761985
0,34,18,1.888888889,15,1,3.212629399,0.773151796,0,0,0,0,0,0,0,0,0,0.001599175,0.012345679,1.44E-05,0.003090745,0.620497644,8,0.616335696,0.988292575,1,0.789266354,0.048270949,0.99955824,24,0.953303124,1,1,1,0,1,30,0.979798404,22,1,1,1,0,1,0.117647059,0.029411765,0,0.029411765,0.088235294,0.117647059,0.029411765,0.088235294,0,0,0.058823529,0,0,0.058823529,0.029411765,0.058823529,0.029411765,0.088235294,0.029411765,0.058823529,0.029411765,0.029411765,0.029411765,0,0.041666667,0.117647059,0,0.035938427,0.864136095,0.176470588,0.323529412,0.058823529,0.147058824,0.205882353,0.088235294,0.323529412,0.058823529,0.086029063,0.926105156,0.382352941,0.176470588,0.264705882,0.176470588,0.382352941,0.176470588,0.084478862,0.960575665
0,30,15,2,14,1,3.224903099,0.767052867,0,0,0,0,0,0,0,0,0,0.002332628,0.013422819,6.70E-05,0.003427053,0.704607036,4,0.313745922,0.964229119,1,0.463436782,0.133842382,0.995648773,16,0.895269003,1,1,1,0,1,24,0.962943756,20,1,1,1,0,1,0.033333333,0.033333333,0.066666667,0,0,0,0,0,0.033333333,0,0,0.2,0.066666667,0.066666667,0,0,0.133333333,0.1,0.033333333,0,0.033333333,0,0.033333333,0.166666667,0.041666667,0.2,0,0.055486068,0.736701153,0.133333333,0,0.233333333,0.133333333,0.266666667,0.233333333,0.266666667,0,0.090267093,0.875625197,0.133333333,0.233333333,0.366666667,0.266666667,0.366666667,0.133333333,0.083333333,0.958358093
0,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.005976143,0.011904762,4.75E-05,0.005928619,0.037432356,2,1,1,1,1,0,1,2,1,1,1,1,0,1,2,1,1,1,1,1,0,1,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0.5,0,0.1381927,0.218104292,0,1,0,0,0,0,1,0,0.372677996,0,0.5,0.5,0,0,0.5,0,0.25,0.5
0,25,19,1.315789474,5,1,0.920676615,0.946219199,0,0,0,0,0,0,0,0,0,0.006046043,0.037037037,0.000130822,0.009141082,0.728285496,6,0.628396527,1,1,1,0,1,17,0.952586199,1,1,1,0,1,18,0.944734155,16,1,1,1,0,1,0.2,0.04,0.04,0,0,0,0.04,0,0.08,0,0.04,0,0.04,0.08,0.04,0,0.04,0,0.12,0,0.08,0,0.04,0.12,0.041666667,0.2,0,0.049637575,0.77625053,0.28,0.04,0.12,0.16,0.16,0.24,0.28,0.04,0.078031333,0.931236067,0.28,0.16,0.2,0.36,0.36,0.16,0.076811457,0.966119096
0,12,5,2.4,4,1,1.019803903,0.942631204,0,0,0,0,0,0,0,0,0,8.99E-05,0.000156183,4.79E-06,5.26E-05,0.85913515,3,0.835988997,0.962255625,1,0.811278124,0.07548875,0.998006009,8,0.951796181,1,1,1,0,1,12,1,4,1,1,1,0,1,0.083333333,0.083333333,0,0.083333333,0.166666667,0,0,0.083333333,0,0,0.083333333,0,0.083333333,0,0,0,0.083333333,0,0.083333333,0.083333333,0.083333333,0,0,0,0.041666667,0.166666667,0,0.048112522,0.745544993,0.25,0.25,0.083333333,0.083333333,0.25,0.083333333,0.25,0.083333333,0.083333333,0.926992413,0.416666667,0.166666667,0.166666667,0.25,0.416666667,0.166666667,0.102062073,0.943959251
0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.00102459,0.00102459,0.00102459,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.041666667,1,0,0.199826313,0,0,0,0,1,0,0,1,0,0.372677996,0,0,0,1,0,1,0,0.433012702,0
0,4,3,1.333333333,2,1,0.471404521,0.94639463,0,0,0,0,0,0,0,0,0,0.000302273,0.00075815,3.47E-05,0.000323971,0.487239382,1,1,1,1,1,0,1,4,1,1,1,1,0,1,4,1,4,1,1,1,0,1,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0.041666667,0.25,0,0.093169499,0.436208584,0.25,0.25,0,0,0.5,0,0.5,0,0.186338998,0.580279211,0.25,0.25,0.25,0.25,0.25,0.25,0,1
0,60,48,1.25,3,1,0.5204165,0.981515575,1,0.016666667,1,0.020833333,0.020833333,1,0,0.142826138,0,0.005427362,0.181818182,8.45E-05,0.025936478,0.382483338,9,0.678644716,1,1,1,0,1,38,0.971967527,1,1,1,0,1,51,0.982570404,35,1,1,1,0,1,0.083333333,0.083333333,0.066666667,0.066666667,0.1,0.033333333,0,0.05,0,0.016666667,0.033333333,0.016666667,0.016666667,0.033333333,0.1,0.016666667,0.083333333,0.016666667,0.033333333,0,0.05,0.083333333,0.016666667,0,0.041666667,0.1,0,0.032984284,0.884941984,0.3,0.183333333,0.066666667,0.166666667,0.133333333,0.15,0.3,0.066666667,0.07005289,0.951351209,0.433333333,0.116666667,0.266666667,0.183333333,0.433333333,0.116666667,0.11843892,0.920806423
0,74,11,6.727272727,36,1,9.71494546,0.724002502,5,0.067567568,3,0.272727273,0.090909091,0.6,0,0.178144709,0.396293595,0.029778622,0.157894737,0.003215434,0.043556608,0.695869342,1,1,1,1,1,0,1,32,0.799380878,1,1,1,0,1,54,0.962108439,31,1,1,1,0,1,0.054054054,0.067567568,0.067567568,0.067567568,0.054054054,0.027027027,0.040540541,0.027027027,0.013513514,0,0.027027027,0.054054054,0.054054054,0.067567568,0.040540541,0,0.040540541,0.108108108,0.027027027,0.013513514,0.054054054,0.013513514,0.027027027,0.054054054,0.041666667,0.108108108,0,0.024953288,0.933711326,0.256756757,0.148648649,0.094594595,0.162162162,0.189189189,0.148648649,0.256756757,0.094594595,0.049138343,0.976058005,0.337837838,0.162162162,0.310810811,0.189189189,0.337837838,0.162162162,0.075542837,0.966477705
0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.000217439,0.000217439,0.000217439,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,1,0,0.199826313,0,1,0,0,0,0,0,1,0,0.372677996,0,1,0,0,0,1,0,0.433012702,0
0,5,1,5,5,5,0,1,0,0,0,0,0,0,0,0,0,2.39E-05,2.39E-05,2.39E-05,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,5,1,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.2,0.4,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0.041666667,0.4,0,0.099652173,0.419180766,0,0,0.6,0,0.2,0.2,0.6,0,0.213437475,0.530356086,0,0.6,0.2,0.2,0.6,0,0.217944947,0.685475297
0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.00030021,0.00030021,0.00030021,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,1,0,0.199826313,0,1,0,0,0,0,0,1,0,0.372677996,0,1,0,0,0,1,0,0.433012702,0
0,18,16,1.125,3,1,0.484122918,0.976441146,0,0,0,0,0,0,0,0,0,0.000457133,0.001329787,4.00E-05,0.000381618,0.871433236,2,0.503258335,1,1,1,0,1,15,0.971272008,1,1,1,0,1,17,0.992991019,5,1,1,1,0,1,0.277777778,0,0.055555556,0.166666667,0,0,0,0,0,0,0.055555556,0,0,0.055555556,0,0.055555556,0.055555556,0.055555556,0,0,0.055555556,0,0.166666667,0,0.041666667,0.277777778,0,0.068512262,0.653576587,0.5,0,0.055555556,0.111111111,0.111111111,0.222222222,0.5,0,0.163551127,0.742098129,0.5,0.055555556,0.222222222,0.222222222,0.5,0.055555556,0.159571185,0.848036806
0,84,24,3.5,16,1,4.203173404,0.828071623,0,0,0,0,0,0,0,0,0,0.000563166,0.001677852,0.000103423,0.000421084,0.923244872,1,1,1,1,1,0,1,10,0.822497183,1,1,1,0,1,50,0.964344511,19,1,1,1,0,1,0.071428571,0.226190476,0.083333333,0.011904762,0,0,0.035714286,0,0,0.023809524,0,0,0.035714286,0.05952381,0.142857143,0.047619048,0.083333333,0,0.047619048,0,0.023809524,0.011904762,0.05952381,0.035714286,0.041666667,0.226190476,0,0.052344865,0.781352923,0.392857143,0.035714286,0.023809524,0.285714286,0.130952381,0.130952381,0.392857143,0.023809524,0.132565818,0.817862903,0.392857143,0.05952381,0.369047619,0.178571429,0.392857143,0.05952381,0.137807582,0.873193884
